iter	Passed	Remaining
191	205	1402
192	206	1399
193	207	1397
194	208	1395
195	209	1393
196	211	1396
197	212	1396
198	213	1396
199	215	1398
200	216	1396
201	217	1394
202	218	1392
203	219	1391
204	219	1389
205	220	1387
206	221	1386
207	222	1384
208	224	1384
209	225	1384
210	226	1383
211	227	1381
212	228	1379
213	229	1377
214	230	1379
215	231	1377
216	232	1375
217	233	1373
218	234	1371
219	235	1369
220	236	1367
221	237	1365
222	238	1364
223	239	1362
224	240	1360
225	241	1359
226	242	1358
227	243	1358
228	244	1357
229	246	1361
230	247	1359
231	248	1357
232	249	1357
233	250	1355
234	251	1353
235	252	1352
236	253	1351
237	254	1350
238	255	1348
239	256	1347
240	257	1345
241	258	1343
242	259	1341
243	260	1340
244	262	1343
245	263	1343
246	264	1343
247	266	1344
248	267	1345
249	269	1345
250	270	1344
251	271	1342
252	271	1340
253	272	1338
254	273	1336
255	274	1335
256	275	1333
257	277	1335
258	278	1333
259	279	1332
260	280	1330
261	281	1328
262	282	1326
263	282	1324
264	283	1323
265	284	1321
266	285	1318
267	286	1316
268	287	1315
269	289	1319
270	290	1317
271	291	1318
272	292	1316
273	293	1314
274	295	1315
275	296	1313
276	297	1311
277	297	1309
278	298	1307
279	299	1306
280	300	1304
281	301	1302
282	302	1301
283	303	1299
284	304	1297
285	305	1296
286	306	1294
287	308	1298
288	310	1302
289	311	1300
290	313	1301
291	314	1299
292	315	1297
293	315	1294
294	316	1292
295	317	1291
296	318	1290
297	319	1290
298	320	1289
299	322	1289
300	323	1287
301	324	1285
302	325	1284
303	325	1282
304	327	1281
305	328	1280
306	329	1278
307	329	1277
308	331	1277
309	332	1275
310	333	1274
311	334	1273
312	335	1271
313	336	1269
314	337	1269
315	338	1268
316	339	1266
317	340	1264
318	341	1263
319	342	1262
320	343	1260
321	344	1258
322	344	1257
323	345	1255
324	346	1254
325	347	1252
326	348	1251
327	349	1250
328	350	1248
329	351	1246
330	353	1247
331	354	1245
332	355	1244
333	355	1242
334	356	1241
335	357	1239
336	358	1237
337	359	1236
338	360	1234
339	361	1232
340	362	1231
341	363	1230
342	364	1229
343	365	1227
344	366	1225
345	367	1226
346	368	1224
347	369	1223
348	370	1221
349	371	1220
350	372	1220
351	373	1218
352	374	1217
353	375	1216
354	376	1214
355	377	1213
356	378	1211
357	379	1210
358	380	1208
359	381	1207
360	383	1209
361	384	1207
362	385	1206
363	386	1204
364	386	1203
365	387	1201
366	388	1199
367	389	1198
368	390	1197
369	391	1195
370	392	1194
371	393	1194
372	395	1193
373	396	1193
374	397	1192
375	398	1191
376	399	1189
377	400	1188
378	401	1186
379	402	1186
380	403	1185
381	404	1183
382	405	1182
383	406	1181
384	407	1179
385	408	1179
386	409	1177
387	410	1176
388	411	1174
389	412	1173
390	414	1174
391	416	1176
392	417	1176
393	418	1175
394	419	1174
395	421	1173
396	422	1172
397	422	1170
398	423	1169
399	424	1168
400	425	1166
401	426	1165
402	427	1164
403	428	1163
404	430	1163
405	431	1162
406	432	1160
407	433	1159
408	434	1157
409	434	1156
410	435	1154
411	437	1154
412	438	1153
413	439	1152
414	440	1150
415	441	1150
416	442	1148
417	443	1147
418	444	1147
419	445	1146
420	446	1145
421	447	1143
422	448	1142
423	449	1141
424	450	1139
425	451	1138
426	452	1136
427	453	1135
428	454	1134
429	455	1133
430	456	1131
431	457	1130
432	459	1131
433	460	1131
434	461	1129
435	462	1128
436	463	1127
437	464	1125
438	465	1124
439	466	1122
440	467	1121
441	467	1120
442	468	1118
443	469	1117
444	470	1116
445	472	1116
446	473	1115
447	474	1114
448	475	1113
449	476	1111
450	477	1110
451	478	1109
452	479	1109
453	480	1107
454	481	1106
455	482	1105
456	483	1103
457	484	1102
458	485	1101
459	486	1100
460	487	1099
461	488	1097
462	490	1098
463	491	1096
464	492	1095
465	493	1094
466	494	1092
467	495	1091
468	495	1090
469	496	1088
470	497	1087
471	498	1086
472	499	1085
473	501	1085
474	502	1084
475	503	1082
476	504	1081
477	506	1082
478	507	1081
479	508	1079
480	509	1078
481	509	1076
482	510	1075
483	511	1074
484	512	1072
485	513	1071
486	514	1070
487	515	1068
488	516	1067
489	517	1067
490	518	1066
491	520	1065
492	521	1064
493	522	1064
494	523	1063
495	524	1062
496	525	1061
497	526	1060
498	527	1058
499	528	1057
500	529	1056
501	531	1055
502	531	1054
503	532	1053
504	533	1051
505	534	1050
506	536	1050
507	537	1049
508	538	1047
509	539	1046
510	539	1045
511	540	1043
512	541	1042
513	543	1043
514	544	1041
515	545	1040
516	546	1039
517	547	1038
518	549	1037
519	549	1036
520	551	1036
521	552	1034
522	553	1033
523	554	1032
524	555	1031
525	556	1030
526	557	1029
527	558	1027
528	559	1026
529	560	1024
530	561	1023
531	562	1022
532	562	1021
533	563	1019
534	565	1020
535	567	1020
536	568	1020
537	569	1019
538	571	1018
539	572	1017
540	573	1016
541	574	1015
542	575	1013
543	576	1012
544	577	1011
545	577	1009
546	578	1008
547	579	1006
548	581	1006
549	582	1005
550	583	1004
551	584	1003
552	584	1001
553	586	1001
554	587	1000
555	588	998
556	589	998
557	591	997
558	593	999
559	595	999
560	600	1004
561	601	1004
562	609	1014
563	611	1014
564	626	1037
565	629	1038
566	633	1042
567	650	1068
568	653	1069
569	655	1069
570	656	1068
571	658	1067
572	659	1067
573	661	1066
574	662	1065
575	663	1064
576	666	1066
577	670	1069
578	671	1068
579	673	1067
580	674	1067
581	676	1066
582	677	1066
583	679	1065
584	682	1067
585	685	1069
586	687	1070
587	689	1069
588	690	1068
589	692	1067
590	693	1066
591	704	1080
592	709	1084
593	712	1086
594	753	1145
595	755	1145
596	757	1145
597	758	1143
598	759	1142
599	761	1142
600	762	1141
601	765	1141
602	767	1141
603	768	1140
604	770	1139
605	772	1139
606	775	1140
607	777	1141
608	779	1140
609	781	1139
610	782	1138
611	784	1137
612	835	1208
613	838	1209
614	840	1209
615	843	1210
616	845	1210
617	851	1214
618	852	1213
619	854	1212
620	855	1211
621	857	1209
622	858	1208
623	859	1207
624	861	1205
625	862	1204
626	863	1202
627	865	1201
628	866	1200
629	868	1198
630	869	1197
631	870	1195
632	872	1194
633	873	1192
634	874	1191
635	876	1190
636	878	1189
637	879	1188
638	881	1187
639	883	1186
640	884	1185
641	886	1184
642	887	1183
643	902	1199
644	903	1197
645	904	1195
646	905	1193
647	906	1191
648	907	1189
649	908	1187
650	909	1185
651	910	1183
652	911	1181
653	911	1179
654	913	1177
655	914	1175
656	914	1173
657	915	1171
658	916	1169
659	917	1167
660	918	1166
661	919	1164
662	920	1162
663	921	1160
664	922	1158
665	923	1156
666	924	1154
667	925	1153
668	927	1151
669	928	1150
670	930	1149
671	931	1148
672	933	1146
673	934	1145
674	935	1143
675	937	1143
676	940	1143
677	950	1152
678	951	1150
679	956	1153
680	957	1151
681	958	1149
682	959	1147
683	960	1145
684	961	1143
685	962	1141
686	963	1139
687	963	1137
688	964	1135
689	965	1133
690	966	1131
691	967	1129
692	968	1127
693	969	1125
694	970	1123
695	971	1122
696	972	1120
697	973	1118
698	974	1116
699	975	1114
700	976	1113
701	977	1111
702	978	1109
703	979	1107
704	980	1105
705	981	1103
706	981	1101
707	982	1099
708	984	1097
709	984	1095
710	985	1094
711	986	1092
712	987	1090
713	988	1088
714	989	1086
715	990	1085
716	992	1083
717	992	1081
718	994	1079
719	995	1078
720	996	1076
721	996	1074
722	997	1072
723	998	1070
724	999	1068
725	1000	1067
726	1001	1065
727	1002	1063
728	1003	1061
729	1004	1059
730	1005	1057
731	1006	1056
732	1007	1054
733	1008	1052
734	1009	1050
735	1010	1048
736	1011	1047
737	1012	1045
738	1013	1043
739	1014	1041
740	1015	1040
741	1016	1038
742	1017	1036
743	1018	1034
744	1019	1033
745	1020	1031
746	1021	1029
747	1022	1027
748	1023	1025
749	1023	1023
750	1024	1022
751	1025	1020
752	1026	1018
753	1027	1016
754	1028	1014
755	1029	1013
756	1030	1011
757	1031	1009
758	1032	1008
759	1033	1006
760	1034	1004
761	1035	1002
762	1036	1001
763	1037	999
764	1038	997
765	1039	995
766	1040	994
767	1041	992
768	1042	990
769	1043	988
770	1043	987
771	1045	985
772	1046	983
773	1047	982
774	1047	980
775	1048	978
776	1049	976
777	1050	975
778	1051	973
779	1052	971
780	1053	969
781	1054	968
782	1055	966
783	1056	964
784	1057	963
785	1058	961
786	1059	959
787	1060	958
788	1061	956
789	1062	954
790	1063	952
791	1064	951
792	1064	949
793	1065	947
794	1066	945
795	1067	944
796	1068	942
797	1069	940
798	1070	938
799	1071	937
800	1072	935
801	1073	933
802	1073	932
803	1074	930
804	1076	928
805	1077	927
806	1077	925
807	1078	924
808	1080	922
809	1081	920
810	1082	919
811	1082	917
812	1084	916
813	1084	914
814	1085	912
815	1086	910
816	1087	909
817	1088	907
818	1089	905
819	1090	904
820	1091	902
821	1092	900
822	1092	899
823	1093	897
824	1095	896
825	1096	895
826	1097	893
827	1098	891
828	1100	890
829	1101	888
830	1102	887
831	1103	885
832	1104	884
833	1104	882
834	1105	880
835	1106	879
836	1107	877
837	1108	875
838	1109	874
839	1110	872
840	1111	871
841	1112	869
842	1113	867
843	1114	866
844	1115	864
845	1116	863
846	1117	861
847	1118	859
848	1119	858
849	1120	856
850	1121	854
851	1122	853
852	1123	851
853	1124	850
854	1124	848
855	1125	847
856	1126	845
857	1127	843
858	1128	842
859	1129	840
860	1130	839
861	1131	837
862	1132	835
863	1133	834
864	1134	832
865	1135	831
866	1136	829
867	1137	827
868	1138	826
869	1138	824
870	1139	823
871	1140	821
872	1141	820
873	1142	818
874	1143	816
875	1144	815
876	1145	814
877	1146	812
878	1147	810
879	1148	809
880	1149	807
881	1150	806
882	1151	804
883	1152	803
884	1153	801
885	1154	799
886	1155	798
887	1156	796
888	1157	795
889	1158	793
890	1159	792
891	1160	790
892	1161	789
893	1161	787
894	1162	786
895	1163	784
896	1164	782
897	1165	781
898	1166	780
899	1167	778
900	1168	776
901	1169	775
902	1170	773
903	1171	772
904	1172	770
905	1173	769
906	1174	767
907	1175	766
908	1176	764
909	1177	763
910	1178	761
911	1179	760
912	1179	758
913	1180	757
914	1181	755
915	1182	753
916	1183	752
917	1184	750
918	1185	749
919	1186	747
920	1187	746
921	1188	745
922	1189	743
923	1190	741
924	1191	740
925	1192	738
926	1193	737
927	1193	735
928	1194	734
929	1195	732
930	1196	731
931	1197	729
932	1198	728
933	1199	726
934	1200	725
935	1201	723
936	1202	722
937	1203	720
938	1204	719
939	1205	717
940	1206	716
941	1206	714
942	1208	713
943	1209	712
944	1210	710
945	1211	709
946	1212	707
947	1212	706
948	1213	704
949	1214	703
950	1215	701
951	1216	700
952	1217	698
953	1218	697
954	1219	696
955	1220	694
956	1221	693
957	1222	691
958	1223	690
959	1224	688
960	1225	687
961	1226	686
962	1227	684
963	1228	683
964	1229	681
965	1230	680
966	1231	678
967	1232	677
968	1233	675
969	1234	674
970	1235	672
971	1236	671
972	1237	669
973	1237	668
974	1238	667
975	1239	665
976	1240	664
977	1241	662
978	1242	661
979	1243	659
980	1244	658
981	1245	657
982	1246	655
983	1247	654
984	1248	652
985	1249	651
986	1250	649
987	1251	648
988	1252	647
989	1253	645
990	1254	644
991	1255	642
992	1256	641
993	1257	640
994	1258	638
995	1259	637
996	1259	635
997	1260	634
998	1261	632
999	1262	631
1000	1263	629
1001	1264	628
1002	1265	627
1003	1266	625
1004	1267	624
1005	1268	622
1006	1269	621
1007	1270	620
1008	1271	618
1009	1272	617
1010	1273	615
1011	1274	614
1012	1275	612
1013	1275	611
1014	1276	610
1015	1277	608
1016	1278	607
1017	1279	605
1018	1280	604
1019	1281	602
1020	1282	601
1021	1283	600
1022	1284	598
1023	1285	597
1024	1286	595
1025	1286	594
1026	1288	593
1027	1289	591
1028	1290	590
1029	1291	589
1030	1292	588
1031	1295	587
1032	1297	586
1033	1306	588
1034	1314	590
1035	1319	590
1036	1321	589
1037	1322	588
1038	1325	588
1039	1330	588
1040	1334	588
1041	1337	587
1042	1344	589
1043	1350	589
1044	1354	589
1045	1360	590
1046	1361	589
1047	1363	587
1048	1364	586
1049	1365	585
1050	1366	583
1051	1368	582
1052	1369	581
1053	1370	579
1054	1372	578
1055	1373	577
1056	1374	576
1057	1375	574
1058	1376	573
1059	1378	572
1060	1379	570
1061	1380	569
1062	1381	567
1063	1382	566
1064	1384	565
1065	1386	564
1066	1388	563
1067	1390	562
1068	1391	561
1069	1393	559
1070	1395	558
1071	1397	557
1072	1399	556
1073	1402	556
1074	1405	555
1075	1408	554
1076	1420	557
1077	1422	556
1078	1424	555
1079	1425	554
1080	1426	552
1081	1427	551
1082	1429	550
1083	1430	549
1084	1432	547
1085	1433	546
1086	1434	545
1087	1436	543
1088	1437	542
1089	1439	541
1090	1442	540
1091	1444	539
1092	1445	538
1093	1446	536
1094	1447	535
1095	1449	534
1096	1451	533
1097	1453	532
1098	1455	530
1099	1456	529
1100	1457	528
1101	1458	526
1102	1460	525
1103	1461	524
1104	1462	522
1105	1464	521
1106	1465	520
1107	1466	518
1108	1467	517
1109	1469	516
1110	1470	514
1111	1471	513
1112	1472	512
1113	1473	510
1114	1475	509
1115	1476	508
1116	1478	507
1117	1480	505
1118	1482	504
1119	1483	503
1120	1484	502
1121	1485	500
1122	1486	499
1123	1489	498
1124	1490	496
1125	1491	495
1126	1493	494
1127	1494	492
1128	1495	491
1129	1496	490
1130	1497	488
1131	1498	487
1132	1499	485
1133	1500	484
1134	1501	483
1135	1502	481
1136	1503	480
1137	1505	478
1138	1506	477
1139	1507	475
1140	1508	474
1141	1509	473
1142	1509	471
1143	1510	470
1144	1511	468
1145	1512	467
1146	1513	465
1147	1514	464
1148	1515	463
1149	1516	461
1150	1517	460
1151	1518	458
1152	1519	457
1153	1520	455
1154	1521	454
1155	1522	453
1156	1523	451
1157	1524	450
1158	1525	448
1159	1526	447
1160	1527	446
1161	1528	444
1162	1529	443
1163	1530	441
1164	1531	440
1165	1532	438
1166	1533	437
1167	1534	436
1168	1535	434
1169	1536	433
1170	1536	431
1171	1537	430
1172	1538	428
1173	1539	427
1174	1540	426
1175	1541	424
1176	1542	423
1177	1543	421
1178	1544	420
1179	1545	419
1180	1546	417
1181	1547	416
1182	1548	415
1183	1549	413
1184	1550	412
1185	1551	410
1186	1552	409
1187	1553	407
1188	1554	406
1189	1556	405
1190	1557	404
1191	1559	402
1192	1559	401
1193	1560	400
1194	1561	398
1195	1562	397
1196	1563	395
1197	1564	394
1198	1565	393
1199	1566	391
1200	1567	390
1201	1568	388
1202	1569	387
1203	1570	386
1204	1571	384
1205	1572	383
1206	1573	381
1207	1574	380
1208	1575	379
1209	1576	377
1210	1577	376
1211	1578	374
1212	1578	373
1213	1579	372
1214	1580	370
1215	1581	369
1216	1582	368
1217	1583	366
1218	1584	365
1219	1585	363
1220	1586	362
1221	1587	361
1222	1588	359
1223	1589	358
1224	1590	357
1225	1591	355
1226	1592	354
1227	1593	352
1228	1594	351
1229	1595	350
1230	1596	348
1231	1597	347
1232	1598	346
1233	1599	344
1234	1600	343
1235	1601	341
1236	1602	340
1237	1603	339
1238	1604	337
1239	1605	336
1240	1606	335
1241	1606	333
1242	1607	332
1243	1608	331
1244	1609	329
1245	1610	328
1246	1612	327
1247	1613	325
1248	1613	324
1249	1614	322
1250	1615	321
1251	1616	320
1252	1617	318
1253	1618	317
1254	1619	316
1255	1620	314
1256	1621	313
1257	1622	312
1258	1623	310
1259	1624	309
1260	1625	308
1261	1626	306
1262	1627	305
1263	1628	304
1264	1629	302
1265	1630	301
1266	1631	300
1267	1632	298
1268	1633	297
1269	1634	296
1270	1635	294
1271	1636	293
1272	1637	291
1273	1638	290
1274	1639	289
1275	1640	287
1276	1641	286
1277	1642	285
1278	1643	283
1279	1643	282
1280	1644	281
1281	1645	279
1282	1646	278
1283	1647	277
1284	1648	275
1285	1649	274
1286	1650	273
1287	1651	271
1288	1652	270
1289	1653	269
1290	1654	267
1291	1655	266
1292	1656	265
1293	1657	263
1294	1658	262
1295	1659	261
1296	1660	259
1297	1661	258
1298	1662	257
1299	1662	255
1300	1663	254
1301	1664	253
1302	1665	251
1303	1666	250
1304	1667	249
1305	1668	247
1306	1669	246
1307	1670	245
1308	1671	243
1309	1672	242
1310	1672	241
1311	1673	239
1312	1674	238
1313	1675	237
1314	1677	235
1315	1677	234
1316	1678	233
1317	1679	231
1318	1680	230
1319	1681	229
1320	1682	228
1321	1683	226
1322	1684	225
1323	1685	224
1324	1686	222
1325	1687	221
1326	1688	220
1327	1689	218
1328	1690	217
1329	1692	216
1330	1693	215
1331	1703	214
1332	1706	213
1333	1713	213
1334	1718	212
1335	1722	211
1336	1725	210
1337	1728	209
1338	1729	207
1339	1730	206
1340	1731	205
1341	1732	203
1342	1733	202
1343	1734	201
1344	1735	199
1345	1736	198
1346	1737	197
1347	1738	195
1348	1739	194
1349	1739	193
1350	1740	191
1351	1741	190
1352	1743	189
1353	1745	188
1354	1745	186
1355	1746	185
1356	1747	184
1357	1748	182
1358	1749	181
1359	1750	180
1360	1751	178
1361	1752	177
1362	1753	176
1363	1754	174
1364	1754	173
1365	1755	172
1366	1756	170
1367	1757	169
1368	1758	168
1369	1759	166
1370	1760	165
1371	1761	164
1372	1762	163
1373	1763	161
1374	1764	160
1375	1765	159
1376	1766	157
1377	1767	156
1378	1768	155
1379	1769	153
1380	1770	152
1381	1771	151
1382	1772	149
1383	1773	148
1384	1774	147
1385	1775	146
1386	1776	144
1387	1777	143
1388	1778	142
1389	1779	140
1390	1780	139
1391	1781	138
1392	1782	136
1393	1783	135
1394	1784	134
1395	1785	133
1396	1786	131
1397	1787	130
1398	1788	129
1399	1789	127
1400	1790	126
1401	1791	125
1402	1792	123
1403	1793	122
1404	1794	121
1405	1795	120
1406	1796	118
1407	1797	117
1408	1797	116
1409	1798	114
1410	1799	113
1411	1800	112
1412	1801	110
1413	1802	109
1414	1803	108
1415	1804	107
1416	1806	105
1417	1807	104
1418	1808	103
1419	1808	101
1420	1809	100
1421	1810	99
1422	1811	98
1423	1812	96
1424	1813	95
1425	1814	94
1426	1815	92
1427	1816	91
1428	1817	90
1429	1818	89
1430	1819	87
1431	1820	86
1432	1821	85
1433	1822	83
1434	1823	82
1435	1824	81
1436	1825	80
1437	1827	78
1438	1829	77
1439	1829	76
1440	1830	74
1441	1831	73
1442	1832	72
1443	1833	71
1444	1834	69
1445	1835	68
1446	1836	67
1447	1837	65
1448	1838	64
1449	1839	63
1450	1840	62
1451	1841	60
1452	1842	59
1453	1843	58
1454	1843	57
1455	1844	55
1456	1845	54
1457	1846	53
1458	1847	51
1459	1848	50
1460	1849	49
1461	1850	48
1462	1851	46
1463	1852	45
1464	1853	44
1465	1854	43
1466	1855	41
1467	1856	40
1468	1857	39
1469	1858	37
1470	1859	36
1471	1860	35
1472	1861	34
1473	1862	32
1474	1863	31
1475	1864	30
1476	1866	29
1477	1867	27
1478	1868	26
1479	1869	25
1480	1870	24
1481	1871	22
1482	1872	21
1483	1873	20
1484	1874	18
1485	1875	17
1486	1876	16
1487	1877	15
1488	1878	13
1489	1879	12
1490	1880	11
1491	1881	10
1492	1882	8
1493	1883	7
1494	1884	6
1495	1885	5
1496	1886	3
1497	1887	2
1498	1888	1
1499	1889	0
