iter	RMSE
1333	240.7335057
1334	240.6197435
1335	240.6035299
1336	240.4602878
1337	240.3946454
1338	240.2434345
1339	240.1891514
1340	240.1070954
1341	239.9914861
1342	239.9414818
1343	239.8908722
1344	239.8088107
1345	239.6928172
1346	239.6158285
1347	239.5608671
1348	239.458681
1349	239.3726217
1350	239.3366147
1351	239.3187998
1352	239.2604039
1353	239.2442781
1354	239.1813155
1355	239.1646126
1356	239.1131269
1357	239.0464526
1358	238.9252508
1359	238.8940694
1360	238.8664166
1361	238.841255
1362	238.8042017
1363	238.7419642
1364	238.6946678
1365	238.6552291
1366	238.6086625
1367	238.530275
1368	238.4123822
1369	238.3897834
1370	238.3794896
1371	238.3575821
1372	238.2650153
1373	238.2496888
1374	238.1911225
1375	238.1167639
1376	238.0294963
1377	237.8304649
1378	237.6515072
1379	237.5018959
1380	237.4387989
1381	237.3454132
1382	237.2850273
1383	237.2777226
1384	237.2291229
1385	237.1539543
1386	237.0928149
1387	236.9867089
1388	236.931525
1389	236.8243635
1390	236.7523492
1391	236.5762916
1392	236.5469976
1393	236.3755205
1394	236.318627
1395	236.2767653
1396	236.2084007
1397	236.117482
1398	236.0749802
1399	235.9601799
1400	235.9225948
1401	235.895728
1402	235.7987836
1403	235.7165902
1404	235.6347958
1405	235.5768412
1406	235.5564345
1407	235.5035745
1408	235.4196791
1409	235.3734801
1410	235.2282927
1411	235.1705387
1412	235.0439361
1413	234.903744
1414	234.8763443
1415	234.8418599
1416	234.704426
1417	234.5414776
1418	234.5187815
1419	234.4973072
1420	234.4688981
1421	234.3252829
1422	234.2571307
1423	234.193555
1424	234.1218698
1425	234.0671545
1426	234.040897
1427	234.0191604
1428	234.0161184
1429	233.925269
1430	233.9230415
1431	233.7827492
1432	233.6897118
1433	233.6728516
1434	233.5742736
1435	233.5512828
1436	233.4060678
1437	233.2836481
1438	233.2628772
1439	233.1960953
1440	233.1362698
1441	233.0231103
1442	232.9716079
1443	232.9234627
1444	232.901376
1445	232.8333667
1446	232.7481044
1447	232.6637836
1448	232.619481
1449	232.600286
1450	232.4772832
1451	232.3885757
1452	232.3856249
1453	232.3415517
1454	232.254456
1455	232.2129155
1456	232.0781875
1457	232.0535594
1458	232.0313712
1459	231.9056047
1460	231.7739937
1461	231.7339895
1462	231.6611636
1463	231.5380205
1464	231.4819288
1465	231.4711876
1466	231.3962876
1467	231.3719167
1468	231.300629
1469	231.2647463
1470	231.1843374
1471	231.1326575
1472	231.0810673
1473	230.9791991
1474	230.9255575
1475	230.8513241
1476	230.7901621
1477	230.7197439
1478	230.6584621
1479	230.4736991
1480	230.4558793
1481	230.4445037
1482	230.3398971
1483	230.2330034
1484	230.1716004
1485	230.0834361
1486	230.0523559
1487	230.0400227
1488	229.9312621
1489	229.9097148
1490	229.859816
1491	229.8018229
1492	229.7424214
1493	229.653859
1494	229.6279728
1495	229.607535
1496	229.581814
1497	229.5702648
1498	229.4791055
1499	229.3860888
