price,beds,baths,sqft,pets,Kitchen,Features,Unique,Parking,term_length,latitude,longitude,postal_code,link
"$1,700",3 Beds,1.5 Baths,"1,800 Sqft","Dogs OK, Cats OK",Dishwasher,,"Heat, Outdoor Parking, Pet Friendly",,,41.7978346,-87.6042662,60615,https://www.apartmentguide.com/rent/5322-1_2-S-Drexel-Ave-Chicago-IL-LV2257278249/
"$1,895",1 Bed,1 Bath,675 Sqft,,"Dishwasher, Refrigerator",,"Granite Countertops, No_StorageSpace",,,41.938813,-87.6781439,60657,https://www.apartmentguide.com/rent/1956-W-Fletcher-St-Chicago-IL-LV2402941828/
"$1,400",1 Bed,1 Bath,700 Sqft,"Dogs OK, Cats OK",,,"Ceiling Fans, Pet Friendly",,,41.946493,-87.7481991,60641,https://www.apartmentguide.com/rent/4826-W-Addison-St-Chicago-IL-LV284395404/
"$1,550",2 Beds,1 Bath,975 Sqft,,Dishwasher,,,,12-Month,41.834761,-87.65443,60608,https://www.apartmentguide.com/rent/3239-S-May-St-2r-Chicago-IL-6250726/
"$2,900",3 Beds,2 Baths,"1,500 Sqft",,,,,,12-Month,41.920418,-87.72202,60647,https://www.apartmentguide.com/rent/2146-N-Hamlin-Ave-2-Chicago-IL-6253532/
"$1,817",1 Bed,1 Bath,875 Sqft,"Dogs OK, Cats OK",,"Gym, On-Site Laundry","No_StorageSpace, Off Street Parking, Pet Friendly",Garage,,41.7954442,-87.5842844,60615,https://www.apartmentguide.com/rent/5496-S-Hyde-Park-Blvd-Chicago-IL-LV2293147070/
"$1,446",Studio,1 Bath,450 Sqft,"Dogs OK, Cats OK",,"Gym, On-Site Laundry","No_StorageSpace, Off Street Parking, Pet Friendly",Garage,,41.7954442,-87.5842844,60615,https://www.apartmentguide.com/rent/5496-S-Hyde-Park-Blvd-Chicago-IL-LV2293147059/
"$3,000",2 Beds,2 Baths,"1,200 Sqft","Dogs OK, Cats OK",Stainless Steel Appliances,Gym,"Granite Countertops, Outdoor Parking, Pet Friendly",,,41.9676677,-87.688548,60625,https://www.apartmentguide.com/rent/4733-N-Western-Ave-Chicago-IL-LV2377606093/
"$2,200",3 Beds,2 Baths,"1,073 Sqft",,"Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances, Stove",,"Smoke-Free, Quartz Countertops",,,41.7772541,-87.6074233,60637,https://www.apartmentguide.com/rent/6444-S-Evans-Ave-Chicago-IL-LV2284504198/
"$1,100",Studio,1 Bath,450 Sqft,,"Refrigerator, Stove",,"Ceiling Fans, Heat",,,42.0011744,-87.6638313,60626,https://www.apartmentguide.com/rent/6538-N-Lakewood-Ave-Chicago-IL-LV2402698898/
"$2,100",1 Bed,1 Bath,600 Sqft,"Dogs OK, Cats OK",,,"Heat, Pet Friendly, Tennis Courts",,,41.9070365,-87.6319256,60610,https://www.apartmentguide.com/rent/1355-N-Sandburg-Terrace-Chicago-IL-LV2329502238/
"$2,150",2 Beds,1 Bath,"1,300 Sqft",,Dishwasher,,Outdoor Parking,,12-Month,42.000785,-87.79194,60631,https://www.apartmentguide.com/rent/6555-N-Natoma-Ave-2w-Chicago-IL-6164006/
"$1,550",Studio,1 Bath,600 Sqft,"Dogs OK, Cats OK",Stainless Steel Appliances,Elevator,"Heat, Outdoor Parking, Pet Friendly",,,41.962083,-87.651765,60613,https://www.apartmentguide.com/rent/846-W-Montrose-Ave-Chicago-IL-LV2311878753/
"$1,645",1 Bed,1 Bath,825 Sqft,,,,,,12-Month,41.897153,-87.71777,60651,https://www.apartmentguide.com/rent/3637-W-Iowa-St-2-Chicago-IL-6086202/
"$1,650",3 Beds,1.5 Baths,925 Sqft,Dogs OK,"Microwave, Refrigerator, Stove",On-Site Laundry,"Off Street Parking, Pet Friendly",,,41.7493999,-87.6455472,60620,https://www.apartmentguide.com/rent/7940-S-Green-St-Chicago-IL-LV2382003917/
"$2,395",3 Beds,1 Bath,"1,100 Sqft","Dogs OK, Cats OK",,On-Site Laundry,"Heat, No_WasherDryer, Pet Friendly",,,41.9235167,-87.706632,60647,https://www.apartmentguide.com/rent/2319-N-Kedzie-Blvd-Chicago-IL-LV2111412439/
"$2,274",2 Beds,1 Bath,724 Sqft,"Dogs OK, Cats OK",Dishwasher,On-Site Laundry,"Ceiling Fans, Outdoor Parking, Pet Friendly",Garage,,41.798508,-87.604903,60615,https://www.apartmentguide.com/rent/5301-S-Maryland-Ave-Chicago-IL-LV2306309874/
"$1,200",1 Bed,1 Bath,850 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,12-Month,41.924721,-87.73943,60639,https://www.apartmentguide.com/rent/2408-N-Kilbourn-Ave-3-Chicago-IL-6232920/
"$1,500",1 Bed,1 Bath,750 Sqft,,Dishwasher,Elevator,"Heat, Outdoor Parking",Garage,,41.9887147,-87.6578859,60660,https://www.apartmentguide.com/rent/5851-N-Winthrop-Ave-Chicago-IL-LV2322331534/
"$1,450",2 Beds,1 Bath,"1,400 Sqft",,Refrigerator,Gym,Heat,,,41.7589681,-87.6427384,60621,https://www.apartmentguide.com/rent/7427-S-Emerald-Ave-Chicago-IL-LV2313559071/
"$2,965",3 Beds,2 Baths,"1,600 Sqft",,,,,,,42.021384,-87.667745,60626,https://www.apartmentguide.com/rent/1426-W-Jonquil-Terrace-Chicago-IL-LV2371026173/
"$1,550",2 Beds,1 Bath,"1,000 Sqft",,Dishwasher,On-Site Laundry,,,12-Month,42.0306,-87.6892,60202,https://www.apartmentguide.com/rent/231-49-N-Ridge_833-5-Case-St-Chicago-IL-5728973/
"$1,195",1 Bed,1 Bath,500 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.7752232,-87.7780607,60638,https://www.apartmentguide.com/rent/6244-W-64th-Pl-Chicago-IL-LV2396483087/
"$1,645",2 Beds,1.5 Baths,800 Sqft,,"Dishwasher, Stainless Steel Appliances",,,,,41.9958308,-87.7015856,60659,https://www.apartmentguide.com/rent/2856-W-Rosemont-Ave-Chicago-IL-LV2417106887/
"$2,400",3 Beds,1 Bath,"1,300 Sqft",,"Dishwasher, Microwave, Stainless Steel Appliances, Stove",,"Granite Countertops, Outdoor Parking",,,41.9940082,-87.7879418,60631,https://www.apartmentguide.com/rent/6406-W-Raven-St-Chicago-IL-LV2332704319/
"$1,750",1 Bed,1 Bath,528 Sqft,,,,Heat,,,41.928991,-87.7106359,60647,https://www.apartmentguide.com/rent/2621-N-Spaulding-Ave-Chicago-IL-LV2380889995/
"$2,095",2 Beds,1 Bath,800 Sqft,,Dishwasher,,,,,41.8960791,-87.6809423,60622,https://www.apartmentguide.com/rent/2134-W-Chicago-Ave-Chicago-IL-LV2225260912/
"$2,047",1 Bed,1 Bath,700 Sqft,"Dogs OK, Cats OK",Dishwasher,,"Ceiling Fans, Heat, Outdoor Parking, Pet Friendly",,,41.9409688,-87.641212,60657,https://www.apartmentguide.com/rent/441-W-Melrose-St-Chicago-IL-LV2394061420/
"$3,000",3 Beds,1 Bath,"1,250 Sqft",,"Dishwasher, Microwave, Stainless Steel Appliances",,"Ceiling Fans, Heat",,,41.996494,-87.661518,60660,https://www.apartmentguide.com/rent/1224-W-Rosemont-Ave-Chicago-IL-LV2320271900/
"$1,400",2 Beds,1 Bath,700 Sqft,,"Dishwasher, Microwave, Stainless Steel Appliances, Stove",,Heat,,,41.7741701,-87.6091874,60637,https://www.apartmentguide.com/rent/6623-S-Champlain-Ave-Chicago-IL-LV2352910466/
,2 Beds,1 Bath,"1,115 Sqft",,Dishwasher,,,,,41.96984,-87.675895,60640,https://www.apartmentguide.com/rent/4837-N-Wolcott-Ave-Chicago-IL-LV2416225886/
"$1,900",2 Beds,1.5 Baths,"1,200 Sqft",,Dishwasher,,,,12-Month,41.973288,-87.84381,60656,https://www.apartmentguide.com/rent/8653-W-Foster-Ave-2b-Chicago-IL-6237250/
"$2,150",3 Beds,1 Bath,"1,000 Sqft",,"Dishwasher, Stainless Steel Appliances",,"Heat, Private Yard, Quartz Countertops",,,41.9165013,-87.7207854,60647,https://www.apartmentguide.com/rent/1936-N-Ridgeway-Ave-Chicago-IL-LV2369769444/
"$3,000",3 Beds,1 Bath,"1,350 Sqft","Dogs OK, Cats OK",Dishwasher,,Pet Friendly,,,41.9619328,-87.6527261,60613,https://www.apartmentguide.com/rent/908-W-Montrose-Ave-Chicago-IL-LV2346843192/
"$2,095",2 Beds,1 Bath,800 Sqft,,Dishwasher,,,,,41.8960893,-87.6810478,60622,https://www.apartmentguide.com/rent/2136-W-Chicago-Ave-Chicago-IL-LV2225268015/
"$2,050",Studio,1 Bath,900 Sqft,,Dishwasher,,,,12-Month,41.985116,-87.69044,60659,https://www.apartmentguide.com/rent/2424-W-Hollywood-Ave-3-Chicago-IL-6248776/
"$1,300",2 Beds,1 Bath,850 Sqft,,"Refrigerator, Stove",,Heat,,,41.8183332,-87.6975685,60632,https://www.apartmentguide.com/rent/4138-S-Archer-Ave-Chicago-IL-LV2276572097/
"$1,550",2 Beds,1 Bath,,Cats OK,"Dishwasher, Microwave, Refrigerator",,"90+ Walkscore, Ceiling Fan, Condo quality, Granite kitchen counters, Laundry, Modern bath fixtures, Park nearby, Pet Friendly, Porch, Range Oven, Recently rehabbed, Secured entry, Stainless steel appliances, Top floor, Walking/biking trails",,12-Month,41.968868,-87.72528,60625,https://www.apartmentguide.com/rent/4815-S-Springfield-Ave-Chicago-IL-LV2246253558/
"$2,200",2 Beds,1 Bath,"1,100 Sqft",,,,"Heat, Private Yard",,,42.0026752,-87.6642641,60626,https://www.apartmentguide.com/rent/1314-W-Albion-Ave-Chicago-IL-LV2413516757/
"$2,300",3 Beds,1 Bath,"1,200 Sqft",Dogs OK,"Dishwasher, Stainless Steel Appliances",,"Granite Countertops, Heat, Pet Friendly",,,41.9722352,-87.7095634,60625,https://www.apartmentguide.com/rent/5001-N-Sawyer-Ave-Chicago-IL-LV2388509102/
"$1,750",2 Beds,1 Bath,800 Sqft,"Dogs OK, Cats OK",Dishwasher,,"Granite Countertops, Heat, Outdoor Parking, Pet Friendly",,,42.0101737,-87.6657252,60626,https://www.apartmentguide.com/rent/7033-N-Glenwood-Ave-Chicago-IL-LV2395745162/
"$1,199",1 Bed,1 Bath,700 Sqft,"Dogs OK, Cats OK",,,"Outdoor Parking, Pet Friendly",,12-Month,42.017057,-87.67984,60645,https://www.apartmentguide.com/rent/7411-N-Damen-Ave-1e-Chicago-IL-6227544/
"$1,200",1 Bed,1 Bath,700 Sqft,"Dogs OK, Cats OK",,,"Outdoor Parking, Pet Friendly",,12-Month,42.017102,-87.68018,60645,https://www.apartmentguide.com/rent/7415-N-Damen-Ave-2e-Chicago-IL-6254255/
"$1,250",1 Bed,1 Bath,705 Sqft,,"Refrigerator, Stove",,"Heat, Outdoor Parking",,,41.8958727,-87.7695645,60651,https://www.apartmentguide.com/rent/836-N-Massasoit-Ave-Chicago-IL-LV1354802491/
"$1,400",Studio,1 Bath,500 Sqft,Cats OK,Dishwasher,On-Site Laundry,"Ceiling Fans, Heat, No_StorageSpace, Pet Friendly",,,41.9731375,-87.6788486,60625,https://www.apartmentguide.com/rent/5021-N-Damen-Ave-Chicago-IL-LV1556962912/
"$1,800",2 Beds,1 Bath,"1,100 Sqft",Cats OK,Refrigerator,,"Outdoor Parking, Pet Friendly",,,41.9765869,-87.690026,60625,https://www.apartmentguide.com/rent/2417-W-Farragut-Ave-Chicago-IL-LV2300372653/
"$1,500",3 Beds,1 Bath,"2,800 Sqft",,"Dishwasher, Microwave, Refrigerator, Stove",,,,,41.7927086,-87.6575667,60636,https://www.apartmentguide.com/rent/5534-S-Throop-St-Chicago-IL-LV269828973/
"$1,650",3 Beds,1 Bath,"1,150 Sqft",,"Dishwasher, Gas Stove, Microwave, Refrigerator, Stove",,Heat,,,41.78161,-87.6852237,60629,https://www.apartmentguide.com/rent/6142-S-Artesian-Ave-Chicago-IL-LV2416997545/
"$2,695",2 Beds,1 Bath,650 Sqft,"Dogs OK, Cats OK",Dishwasher,,Pet Friendly,,,41.945293,-87.6509629,60657,https://www.apartmentguide.com/rent/837-W-Cornelia-Ave-Chicago-IL-LV2063353607/
"$1,375",1 Bed,1 Bath,625 Sqft,"Dogs OK, Cats OK",Stainless Steel Appliances,,"Heat, Pet Friendly",,,42.0020319,-87.6728389,60626,https://www.apartmentguide.com/rent/1700-W-Albion-Ave-Chicago-IL-LV2311830279/
"$1,950",2 Beds,1 Bath,700 Sqft,Cats OK,Dishwasher,,"Heat, Outdoor Parking, Pet Friendly",,,41.8567921,-87.6517817,60608,https://www.apartmentguide.com/rent/1842-S-Morgan-St-Chicago-IL-LV2345343495/
"$1,650",2 Beds,1 Bath,"1,200 Sqft",,"Refrigerator, Stove",,No_WasherDryer,,,41.8518471,-87.7193204,60623,https://www.apartmentguide.com/rent/3748-W-Cermak-Rd-Chicago-IL-LV2227597850/
"$1,400",1 Bed,1 Bath,750 Sqft,"Dogs OK, Cats OK",,,"Heat, Pet Friendly",,,41.9461711,-87.7346223,60641,https://www.apartmentguide.com/rent/4257-W-Addison-St-Chicago-IL-LV2346828788/
$900,1 Bed,1 Bath,875 Sqft,,"Refrigerator, Stove",,,,,41.7451867,-87.6538351,60620,https://www.apartmentguide.com/rent/1202-W-82nd-St-Chicago-IL-LV2390901971/
"$1,515",1 Bed,1 Bath,569 Sqft,"Dogs OK, Cats OK",Dishwasher,On-Site Laundry,"Ceiling Fans, No_StorageSpace, Outdoor Parking, Pet Friendly",Garage,,41.8085754,-87.5975328,60615,https://www.apartmentguide.com/rent/4726-S-Woodlawn-Ave-Chicago-IL-LV1456527481/
"$2,142",2 Beds,1 Bath,793 Sqft,"Dogs OK, Cats OK",Dishwasher,On-Site Laundry,"Ceiling Fans, No_StorageSpace, Outdoor Parking, Pet Friendly",Garage,,41.8085754,-87.5975328,60615,https://www.apartmentguide.com/rent/4726-S-Woodlawn-Ave-Chicago-IL-LV2399900327/
"$3,000",2 Beds,2 Baths,"1,100 Sqft",Dogs OK,Stainless Steel Appliances,,"Granite Countertops, Pet Friendly",,,41.9674981,-87.688543,60625,https://www.apartmentguide.com/rent/4725-N-Western-Ave-Chicago-IL-LV2383378202/
"$1,600",1 Bed,1 Bath,600 Sqft,"Dogs OK, Cats OK",Stainless Steel Appliances,,"Heat, Pet Friendly, Private Yard",,,41.9634777,-87.6535789,60640,https://www.apartmentguide.com/rent/929-W-Sunnyside-Ave-Chicago-IL-LV281935948/
"$2,295",2 Beds,1 Bath,903 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9295715,-87.7085822,60647,https://www.apartmentguide.com/rent/2638-N-Milwaukee-Ave-Chicago-IL-LV756642706/
"$2,500",3 Beds,1 Bath,800 Sqft,"Dogs OK, Cats OK",Dishwasher,,"New Appliances, Smoke-Free, Outdoor Parking, Pet Friendly",,,41.8700561,-87.6821902,60612,https://www.apartmentguide.com/rent/909-S-Bell-Ave-Chicago-IL-LV2358924342/
"$2,500",3 Beds,1.5 Baths,"1,300 Sqft",Cats OK,,,"Heat, Outdoor Parking, Pet Friendly, Private Yard",,,41.9981484,-87.8132619,60631,https://www.apartmentguide.com/rent/6445-N-Oketo-Ave-Chicago-IL-LV2328800178/
"$2,000",3 Beds,1 Bath,"1,200 Sqft",,,,Outdoor Parking,,12-Month,41.925139,-87.71972,60647,https://www.apartmentguide.com/rent/2414-N-Lawndale-Ave-2-Chicago-IL-6227277/
"$3,495",1 Bed,1 Bath,700 Sqft,,Dishwasher,Hot Tub,Pool,,,41.8848951,-87.6153982,60601,https://www.apartmentguide.com/rent/155-N-Harbor-Dr-Chicago-IL-LV2330327995/
"$2,300",3 Beds,2 Baths,"1,000 Sqft",,Stainless Steel Appliances,,Granite Countertops,,,41.8192132,-87.6115805,60653,https://www.apartmentguide.com/rent/603-E-Bowen-Ave-Chicago-IL-LV2318804419/
"$2,100",2 Beds,2 Baths,"1,000 Sqft",,Stainless Steel Appliances,,Granite Countertops,,,41.8192132,-87.6115805,60653,https://www.apartmentguide.com/rent/603-E-Bowen-Ave-Chicago-IL-LV2318761599/
"$1,600",2 Beds,1 Bath,750 Sqft,,,,Outdoor Parking,Garage,12-Month,41.82109,-87.6997,60632,https://www.apartmentguide.com/rent/3000-W-40th-St-1n-Chicago-IL-6136633/
"$1,815",Studio,1 Bath,430 Sqft,,Dishwasher,,"Granite Countertops, Heat, Quartz Countertops",,,41.9037799,-87.6272958,60610,https://www.apartmentguide.com/rent/35-E-Division-St-Chicago-IL-LV2402941864/
"$2,000",3 Beds,1 Bath,"1,200 Sqft",,"Dishwasher, Microwave, Stove",,Outdoor Parking,,,41.7600598,-87.5634367,60649,https://www.apartmentguide.com/rent/7424-S-Kingston-Ave-Chicago-IL-LV2329315520/
"$1,495",3 Beds,1 Bath,"1,100 Sqft",,,,"Outdoor Parking, Private Yard",,12-Month,41.756826,-87.64691,60620,https://www.apartmentguide.com/rent/7528-S-Peoria-St-2-Chicago-IL-6213509/
"$1,400",3 Beds,2 Baths,"1,200 Sqft",,,,,,,41.7430708,-87.5433381,60617,https://www.apartmentguide.com/rent/8360-S-Mackinaw-Ave-Chicago-IL-LV2332085131/
"$1,600",3 Beds,1 Bath,"1,250 Sqft",,,,Smoke-Free,,,41.8691041,-87.6857795,60612,https://www.apartmentguide.com/rent/939-S-Western-Ave-Chicago-IL-LV1990730293/
"$2,500",3 Beds,2 Baths,"1,200 Sqft",,Dishwasher,,,,12-Month,41.71831,-87.53678,60617,https://www.apartmentguide.com/rent/9738-S-Ave-L-1-Chicago-IL-6209273/
"$2,695",3 Beds,1 Bath,"1,650 Sqft",,,,Outdoor Parking,,12-Month,41.997085,-87.66753,60660,https://www.apartmentguide.com/rent/1455-W-Highland-Ave-2r-Chicago-IL-6142421/
"$4,500",2 Beds,2 Baths,"2,500 Sqft",,Dishwasher,,,,,41.910432,-87.6928389,60647,https://www.apartmentguide.com/rent/2614-W-North-Ave-Chicago-IL-LV2296159433/
"$2,115",2 Beds,1 Bath,900 Sqft,Cats OK,,,Pet Friendly,,,41.9373888,-87.649782,60657,https://www.apartmentguide.com/rent/3036-N-Halsted-St-Chicago-IL-LV2290615499/
"$2,150",2 Beds,1 Bath,"1,250 Sqft",,,,Outdoor Parking,,12-Month,41.953079,-87.70584,60618,https://www.apartmentguide.com/rent/3928-N-Albany-Ave-1-Chicago-IL-6223107/
"$3,395",2 Beds,1 Bath,900 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9350282,-87.6444104,60657,https://www.apartmentguide.com/rent/2900-N-Broadway-Chicago-IL-LV2243403283/
"$1,125",Studio,1 Bath,300 Sqft,"Dogs OK, Cats OK",,,"Ceiling Fans, Heat, Pet Friendly",,,41.9858157,-87.6584219,60660,https://www.apartmentguide.com/rent/5708-N-Winthrop-Ave-Chicago-IL-LV1944841894/
"$1,200",Studio,1 Bath,600 Sqft,Cats OK,,,Pet Friendly,,12-Month,41.900849,-87.75295,60651,https://www.apartmentguide.com/rent/1111-N-Leclaire-Ave-B-Chicago-IL-6168058/
"$1,500",1 Bed,1 Bath,675 Sqft,Cats OK,Stove,On-Site Laundry,Pet Friendly,,,41.9765405,-87.6826494,60625,https://www.apartmentguide.com/rent/2117-W-Farragut-Ave-Chicago-IL-LV1280702786/
"$3,800",3 Beds,2 Baths,"1,590 Sqft","Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances",,"Outdoor Parking, Pet Friendly",Garage,,41.7912927,-87.5909636,60637,https://www.apartmentguide.com/rent/1413-E-57th-St-Chicago-IL-LV2171122291/
"$5,083",5 Beds,2 Baths,"2,240 Sqft","Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances",,"Outdoor Parking, Pet Friendly",Garage,,41.7912927,-87.5909636,60637,https://www.apartmentguide.com/rent/1413-E-57th-St-Chicago-IL-LV2293248994/
"$3,100",3 Beds,1 Bath,"1,400 Sqft",,"Dishwasher, Microwave, Stainless Steel Appliances",,,,,41.9515876,-87.6691946,60613,https://www.apartmentguide.com/rent/3830-N-Ashland-Ave-Chicago-IL-LV2263624778/
"$1,750",2 Beds,1 Bath,"1,200 Sqft","Dogs OK, Cats OK",,,Pet Friendly,,,41.9956849,-87.6664332,60660,https://www.apartmentguide.com/rent/1424-W-Thome-Ave-Chicago-IL-LV2412503488/
"$1,400",1 Bed,1 Bath,800 Sqft,"Dogs OK, Cats OK",,,"Heat, Pet Friendly",,,41.9406883,-87.7284076,60641,https://www.apartmentguide.com/rent/4027-W-School-St-Chicago-IL-LV2136461466/
"$1,900",2 Beds,1 Bath,650 Sqft,,,,Outdoor Parking,Garage,,41.8727211,-87.6635886,60607,https://www.apartmentguide.com/rent/1446-W-Lexington-St-Chicago-IL-LV2175949719/
"$1,845",1 Bed,1 Bath,700 Sqft,,,,Ceiling Fans,,,41.9489406,-87.6808118,60618,https://www.apartmentguide.com/rent/3707-N-Hoyne-Ave-Chicago-IL-LV2337264191/
"$1,200",Studio,1 Bath,400 Sqft,,Dishwasher,,"Ceiling Fans, Heat",,,41.9858157,-87.6584219,60660,https://www.apartmentguide.com/rent/5708-N-Winthrop-Ave-Chicago-IL-LV2385628367/
"$1,995",1 Bed,1 Bath,808 Sqft,,"Dishwasher, Stainless Steel Appliances",,,,,41.958486,-87.664969,60613,https://www.apartmentguide.com/rent/4214-N-Clark-St-Chicago-IL-LV2337220426/
"$1,450",Studio,1 Bath,556 Sqft,,,,,,,41.9302417,-87.7097055,60647,https://www.apartmentguide.com/rent/2702-N-Sawyer-Ave-Chicago-IL-LV2320241324/
"$1,350",Studio,1 Bath,446 Sqft,,,,,,,41.9310717,-87.7101832,60647,https://www.apartmentguide.com/rent/2735-N-Spaulding-Ave-Chicago-IL-LV2398397029/
"$2,400",2 Beds,1 Bath,900 Sqft,,,,Heat,,,41.9731619,-87.677179,60640,https://www.apartmentguide.com/rent/1915-W-Winnemac-Ave-Chicago-IL-LV2120622918/
"$1,800",1 Bed,1 Bath,950 Sqft,,,,Heat,,,41.9731273,-87.6773604,60640,https://www.apartmentguide.com/rent/5021-N-Winchester-Ave-Chicago-IL-LV2324964755/
"$1,695",2 Beds,1 Bath,614 Sqft,,,Elevator,,,,41.9152151,-87.7026769,60647,https://www.apartmentguide.com/rent/1848-N-Humboldt-Blvd-Chicago-IL-LV2324964743/
"$1,445",Studio,1 Bath,400 Sqft,,"Dishwasher, Stainless Steel Appliances",,Ceiling Fans,,,41.9427974,-87.6696248,60657,https://www.apartmentguide.com/rent/3343-N-Marshfield-Ave-Chicago-IL-LV2337275966/
"$1,345",Studio,1 Bath,400 Sqft,"Dogs OK, Cats OK",,,"Ceiling Fans, Pet Friendly",,,41.9438885,-87.648462,60657,https://www.apartmentguide.com/rent/728-W-Roscoe-St-Chicago-IL-LV2385628377/
"$1,200",1 Bed,1 Bath,800 Sqft,"Dogs OK, Cats OK",Microwave,,"Outdoor Parking, Pet Friendly, Private Yard",,,41.8855452,-87.7085005,60624,https://www.apartmentguide.com/rent/3256-W-Walnut-St-Chicago-IL-LV2392868550/
"$1,750",2 Beds,1 Bath,800 Sqft,,Refrigerator,,Heat,,,42.0099711,-87.6655619,60626,https://www.apartmentguide.com/rent/1381-W-Greenleaf-Ave-Chicago-IL-LV2400046178/
"$1,900",2 Beds,1 Bath,"1,200 Sqft",,Dishwasher,,,,12-Month,41.917452,-87.7325,60639,https://www.apartmentguide.com/rent/2009-N-Tripp-Ave-1s-Chicago-IL-6250386/
"$2,350",1 Bed,1 Bath,800 Sqft,,,,"Outdoor Parking, Private Yard",Garage,,41.9360086,-87.6567362,60657,https://www.apartmentguide.com/rent/1105-W-Wellington-Ave-Chicago-IL-LV2376060772/
"$1,650",1 Bed,1 Bath,632 Sqft,,,,,,,41.9337696,-87.700876,60618,https://www.apartmentguide.com/rent/2921-W-George-St-Chicago-IL-LV2398439617/
"$2,395",2 Beds,1 Bath,775 Sqft,"Dogs OK, Cats OK",,,"Ceiling Fans, Heat, Pet Friendly",,,41.958735,-87.6650947,60613,https://www.apartmentguide.com/rent/1417-W-Hutchinson-St-Chicago-IL-LV304356181/
"$2,350",2 Beds,1 Bath,900 Sqft,,Dishwasher,,,,12-Month,41.992906,-87.65588,60660,https://www.apartmentguide.com/rent/6118-N-Sheridan-Rd-1003-Chicago-IL-6226097/
"$1,500",2 Beds,1 Bath,700 Sqft,,,,Outdoor Parking,,12-Month,41.841052,-87.65973,60608,https://www.apartmentguide.com/rent/2958-S-Archer-Ave-G-Chicago-IL-6210922/
"$1,700",1 Bed,2 Baths,"1,000 Sqft","Dogs OK, Cats OK",,,Pet Friendly,,,41.964796,-87.7359659,60630,https://www.apartmentguide.com/rent/4606-N-Kildare-Ave-Chicago-IL-LV2408386407/
"$1,700",2 Beds,1 Bath,"1,000 Sqft","Dogs OK, Cats OK",,On-Site Laundry,"No_WasherDryer, Pet Friendly",,,41.964796,-87.7359659,60630,https://www.apartmentguide.com/rent/4606-N-Kildare-Ave-Chicago-IL-LV2408376056/
"$1,500",2 Beds,1 Bath,800 Sqft,,,,"Heat, Outdoor Parking, Private Yard",,,41.9183638,-87.7312384,60639,https://www.apartmentguide.com/rent/2041-N-Keeler-Ave-Chicago-IL-LV2409713485/
"$1,585",1 Bed,1 Bath,780 Sqft,,Refrigerator,,Heat,,,41.945767,-87.7482333,60641,https://www.apartmentguide.com/rent/4829-W-Addison-St-Chicago-IL-LV2269693778/
"$2,750",2 Beds,1 Bath,900 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,,41.9046375,-87.6303631,60610,https://www.apartmentguide.com/rent/1220-N-Dearborn-St-Chicago-IL-LV2243461958/
"$1,585",1 Bed,1 Bath,780 Sqft,"Dogs OK, Cats OK",Dishwasher,,"Heat, Pet Friendly",,,41.9457544,-87.7481105,60641,https://www.apartmentguide.com/rent/4827-W-Addison-St-Chicago-IL-LV2381225979/
"$1,395",Studio,1 Bath,600 Sqft,,,,,,,41.9310825,-87.7100531,60647,https://www.apartmentguide.com/rent/2737-N-Spaulding-Ave-Chicago-IL-LV2367413107/
"$1,100",Studio,1 Bath,550 Sqft,Cats OK,,On-Site Laundry,"Heat, Outdoor Parking, Pet Friendly",,,42.0009671,-87.6639453,60626,https://www.apartmentguide.com/rent/6530-N-Lakewood-Ave-Chicago-IL-LV1681280887/
,Studio,1 Bath,700 Sqft,,,,,,12-Month,41.801268,-87.59307,60615,https://www.apartmentguide.com/rent/5143-S-Kenwood-Ave-104-Chicago-IL-6251120/
"$2,000",2 Beds,1 Bath,950 Sqft,"Dogs OK, Cats OK",,On-Site Laundry,"Heat, No_WasherDryer, Pet Friendly",,,41.9846207,-87.6620781,60660,https://www.apartmentguide.com/rent/5654-N-Ridge-Ave-Chicago-IL-LV2417959760/
$950,Studio,1 Bath,375 Sqft,Cats OK,Refrigerator,,"Heat, Pet Friendly",,,42.00748,-87.6709229,60626,https://www.apartmentguide.com/rent/1619-W-Morse-Ave-Chicago-IL-LV2392213569/
"$1,800",3 Beds,2 Baths,"1,150 Sqft",,Dishwasher,,"Heat, Outdoor Parking",,,41.8086927,-87.6086287,60615,https://www.apartmentguide.com/rent/4727-S-Langley-Ave-Chicago-IL-LV2378294374/
"$1,455",Studio,1 Bath,650 Sqft,Cats OK,,,Pet Friendly,,,41.9616118,-87.6779068,60613,https://www.apartmentguide.com/rent/1944-W-Montrose-Ave-Chicago-IL-LV2407327327/
"$1,575",Studio,1 Bath,594 Sqft,Cats OK,,,"Heat, Pet Friendly",,,41.9468826,-87.6434353,60657,https://www.apartmentguide.com/rent/516-W-Cornelia-Ave-Chicago-IL-LV2213884716/
