price,beds,baths,sqft,pets,Kitchen,Features,Unique,Parking,term_length,latitude,longitude,postal_code,link
"$1,455+",1–3 Beds,1 Bath,,Cats OK,Dishwasher,,"Dryer, Heating: Gas, On-Site Management, Pet Friendly, Washer",,12-Month,42.017309,-87.6818,60645,https://www.apartmentguide.com/a/7444-N-Seeley-Chicago-IL-6003150/
"$2,600+",1–2 Beds,1–2 Baths,"675-1,295 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Elevator, Gym","2 Blocks from Metra Train, A Green Roof for a Healthy City, AcceptsCreditCardPayments, AcceptsElectronicPayments, Additional Storage, Availability 24 Hours, Bicycle storage, Cable, Courtyard, Disposal, Dryer, Exterior Type: Conventional, Free Weights, FreewayAccess, Gated Entry, Granite Countertops, HardwoodFloor, High-speed Internet Ready, Individual Climate Control, Kevo & Nest Smart Homes, Large Closets, On-Site Maintenance, On-Site Management, Package Receiving, Pet Friendly, PetCare, PetScreening, PetsAllowed, Pool, Private Balcony, Private Patio, Range, Sundeck, TileFloors, Transportation, Unique Design Style, Washer, Wheel Chair, Window Coverings",Garage,12-Month,41.855907,-87.62507,60616,https://www.apartmentguide.com/a/Arrive-South-Loop-Chicago-IL-5895181/
"$1,395+",Studio,1 Bath,,Cats OK,"Dishwasher, Microwave, Refrigerator","Elevator, Gym","Availability 24 Hours, Bicycle storage, Brand New Units, Ceiling Fan, Freezer, Heat, High-speed Internet Ready, Intercom system, Laundry, New Appliances, Online Maintenance Portal, Online Rent Payment, Oven, Pet Friendly, Range, Rooftop Deck, Spacious Closets, View Type: City",,12-Month,41.901694,-87.63034,60610,https://www.apartmentguide.com/a/1036-N-Dearborn-Chicago-IL-5909882/
"$1,445+",Studio–1 Beds,1 Bath,10 Sqft,Cats OK,"Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Gym","Additional Storage, Bicycle storage, Ceiling Fan, Gazebo, Heating: Gas, Heating: Heat pump, High-speed Internet Ready, Laundry, Library, New bathroom new floor, Package Receiving, Pet Friendly, Range, Tile Flooring, Trash Compactor",,12-Month,41.902461,-87.62952,60610,https://www.apartmentguide.com/a/Dearborn-North-Chicago-IL-5930504/
"$1,525+",1–3 Beds,1–2 Baths,"659-1,248 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",Elevator,"Availability 24 Hours, Bicycle storage, Carpeting (select apartments), Ceiling Fan, Disposal, Furnished, Historic Building, Large Closets, Laundry, On-Site Maintenance, Pet Friendly, Range, Recycling, Resident Keychain Program, TV Lounge, Transportation, Window Coverings",,12-Month,41.802219,-87.5923,60615,https://www.apartmentguide.com/a/Ivy-At-Fairfax-Chicago-IL-5918352/
"$1,100+",Studio–1 Beds,1 Bath,600-675 Sqft,,Refrigerator,,Range Oven,,12-Month,41.760083,-87.63403,60621,https://www.apartmentguide.com/a/348-74th-St-Chicago-IL-5922377/
"$1,800+",1–4 Beds,1–3 Baths,"585-1,823 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",Gym,"2 full baths, 2nd floor, Availability 24 Hours, Barbecue Area, Bathroom with window, Bicycle storage, Brand New, Brand New Modern, Breakfast bar, Breakfast bar for 4 bar stools, Ceiling Fan, Convection Oven, Custom Window Shades, Designer finishes, Disposal, Dryer, Duplex, First to Live in, Front Facing, Galley Kitchen, Heating: Electric, High quality European Tilt/Turn Windows, High-speed Internet Ready, Intercom system, Italian Quartz Countertops, Kitchen Island, Luxurious quartz countertops, Luxury soft close cabinetry, Modern, Natural Sunlight, North and South facing, Open Concept, Oven, Oversized triple pane European windows, Pantry, Pet Friendly, Premium Double Paned Windows, Queen Sized Bedrooms, Range, South facing, Split Floorplan, Transportation, Undermount Lighting, Washer",,12-Month,42.011062,-87.66443,60626,https://www.apartmentguide.com/a/Estes-Point-At-The-Park-Chicago-IL-6043562/
"$1,750+",Studio–1 Beds,1–6.5 Baths,408-792 Sqft,"Dogs OK, Cats OK",,"Elevator, Gym","Bicycle storage, Cardio & Strength Training, Community Wifi, Custom Cabinetry, Dryer, Elevators, Floor-To-Ceiling Windows, Glass-Enclosed Rain Shower, Intercom system, Kitchen Island, On-Site Management, Package Receiving, Pet Friendly, Pet-Friendly And Pet Run, Pool, Roof Decks, Subway Tile Backsplash, TV Lounge, Washer, Wheel Chair, Wi-Fi",,12-Month,41.975083,-87.659,60640,https://www.apartmentguide.com/a/The-Sally-Chicago-IL-5906780/
"$2,683",2 Beds,1 Bath,830 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances","Elevator, Gym, Rec Room","Availability 24 Hours, Bicycle storage, Cable, Close to Lake Shore Drive,I-55,I-94,I-90, Close to Top Universities, Contemporary Tile Backsplash, Designer Plank Flooring, Expansive Windows w/Designer Shades, Free Weights, Garage Detached, Granite Countertops, Hot South Loop Neighborhood, Laundry, Maple Kitchen Cabinets, Minutes from Downtown, Modern Bathroom Vanity, Near McCormick Place & Soldier Field, Near Museum Campus, Off Street, On CTA Bus Line & Near ""L"" Stop, On-Site Maintenance, On-Site Management, Package Receiving, Party Room, Pet Friendly, Play Ground, Range, Recycling, Transportation, Walk-in Closet, Wheel Chair, Window Coverings",Garage,12-Month,41.853783,-87.62338,60616,https://www.apartmentguide.com/a/2101-Michigan-Chicago-IL-5970209/
"$2,525+",2–4 Beds,2–3 Baths,"1,010-1,853 Sqft","Dogs OK, Cats OK",,Gym,"Co-Working Space, Dryer, Dual Sink Vanity in Primary Bathroom *In Select Homes, Exterior Type: Conventional, Flooring: Wood, Full Stainless-steel Kitchen Appliance Suite, Gated Entry, High Ceilings, Large Entertainer's Kitchen Island *In Select Homes, Large Kitchen Island with Overhang for Seating, Large Primary Ensuite Bedroom, Lighted Walking Paths, Open Green Spaces, Oversized Windows, Pet Friendly, PetsAllowed, Play Ground, Private Balcony, Separate Glass Enclosed Walk-in Shower *In Select Homes, Soaking Tub *In Select Homes, Sports Field, Washer",,12-Month,41.919536,-87.79004,60707,https://www.apartmentguide.com/a/North-Oak-Lofts-Chicago-IL-6083649/
"$1,495+",Studio–2 Beds,1–1.5 Baths,"500-1,100 Sqft","Dogs OK, Cats OK","Microwave, Refrigerator",Elevator,"Cable, Laundry, Pet Friendly, Plank Flooring, Range, Range Oven, Sewer, Window Coverings",Parking Available,12-Month,41.987571,-87.65563,60660,https://www.apartmentguide.com/a/Livelakerelax-Chicago-IL-5893749/
"$1,130+",Studio–1 Beds,1 Bath,,Cats OK,"Microwave, Refrigerator",Elevator,"Freezer, Heating: Gas, Intercom system, Laundry, Oven, Pet Friendly, Range",,12-Month,41.984417,-87.65751,60660,https://www.apartmentguide.com/a/5625-North-Winthrop-Chicago-IL-5929288/
"$1,933+",Studio–1 Beds,1 Bath,500-766 Sqft,Cats OK,"Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Elevator, Gym","Additional Storage, Availability 24 Hours, Bay windows, Bicycle storage, Carpet, Floor-to-ceiling windows, Flooring: Laminate, Freezer, Laundry, Linen Closet, On-Site Management, Online Maintenance Portal, Online Rent Payment, Oven, Pet Friendly, Pool, Range, Rooftop Deck, Tile Flooring, View Type: City, Vinyl Flooring",,12-Month,41.902153,-87.62945,60610,https://www.apartmentguide.com/a/1111-N-Dearborn-Chicago-IL-5970071/
"$1,155+",Studio,1 Bath,,Cats OK,Refrigerator,,"Bicycle storage, Laundry, Oven, Pet Friendly, Range",,12-Month,41.962535,-87.65445,60640,https://www.apartmentguide.com/a/4423-North-Sheridan-Road-Chicago-IL-6112419/
"$1,245+",Studio,1 Bath,,Cats OK,"Dishwasher, Microwave, Refrigerator",Gym,"Availability 24 Hours, Cherry cabinets, Freezer, Granite countertops, High-speed Internet Ready, Intercom system, Laundry, New rehabs, Oven, Pet Friendly, Range, Restaurants, shopping and nightlife nearby including State and Rush Streets, Tile Flooring, Transportation, Vintage",,12-Month,41.903819,-87.62919,60610,https://www.apartmentguide.com/a/11-W-Division-Chicago-IL-5908515/
"$2,400+",1–2 Beds,1 Bath,700-850 Sqft,,"Dishwasher, Microwave, Refrigerator","Conference Room, Elevator, Gym","Additional Storage, Availability 24 Hours, Bicycle storage, Cable, Carpet, Ceiling Fan, Coffee houses located within a 15-minute walk include Intelligentsia Coffee, Broadway Coffeebar, Bow Truss Coffee Roasters, Starbucks and Pick Me Up Cafe., Concierge, DePaul Art Museum, less than 15 minutes away by bus, exhibits the work of renowned artists with a variety of genres, including modern and neoclassical., Disposal, Freezer, Garage Attached, Gated Entry, Heating: Gas, High-speed Internet Ready, Intercom system, Jogging Walking Trails, Laundry, Off Street, On-Site Management, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Party Room, Range, TV Lounge, Theater, Tile Flooring, View Type: City, View Type: Park, View Type: Water, Vinyl Flooring, Wheel Chair",Garage,12-Month,41.940402,-87.64273,60657,https://www.apartmentguide.com/a/Belmont-Tower-Chicago-IL-5962729/
"$2,118+",1–2 Beds,1–2 Baths,"656-1,034 Sqft","Dogs OK, Cats OK",Microwave,Gym,"14 ft ceilings*, ADA Accessible Units, Ample storage and Elfa shelving, Barbecue Area, Bike parking and maintenance facilities, Concierge, Disposal, Dryer, ENERGY STAR certified building, ENERGY STAR-rated appliances, EV Chargers, Exposed concrete ceilings, Exterior Type: Conventional, Five car charging stations, Floor-to-ceiling windows with roller shades, Game Room, High-efficiency LED lighting, Individual Climate Control, Indoor and outdoor dog runs, LEED certified building, Local artwork throughout, Locally-sourced and recycled-content materials, Monthly resident events, Non-toxic paints and finishes, On-Site Maintenance, Package Receiving, Pet Friendly, Pool, Private conference rooms, Private terraces*, Quartz countertops, Two dog washing stations, Walk, bike or train to restaurants, shops, and more, Washer, Water-efficient fixtures",Garage,12-Month,41.903588,-87.64419,60610,https://www.apartmentguide.com/a/Xavier-Chicago-IL-5907198/
"$2,482",1 Bed,1 Bath,846 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",Elevator,"Availability 24 Hours, Bicycle storage, Bike Rack, Close to Public Transporation, Disposal, Dryer, Freezer, Garage Attached, High-speed Internet Ready, Intercom system, Online Maintenance Portal, Online Rent Payment, Oven, Pet Friendly, Range, View Type: City, Washer",,12-Month,41.898346,-87.63607,60610,https://www.apartmentguide.com/a/858-N-Franklin-Chicago-IL-5923636/
"$5,397+",2–4 Beds,2.5–4 Baths,"1,560-2,995 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances","Elevator, Gym","Additional Storage, Available Parking, Cable, Ceiling Fan, Disposal, Dryer, Granite / Quartz Countertops, Pet Friendly, Range Oven, Secured entry, Walk-in Closet, Washer, Window Coverings, cooking gas, oven/stove",,12-Month,41.941508,-87.64113,60657,https://www.apartmentguide.com/a/Timeless-Comfort-Tailored-For-You-Welcome-To-Melrose-By-The-Lake!-Chicago-IL-6235446/
"$2,792+",1–3 Beds,1–2 Baths,"695-1,537 Sqft","Dogs OK, Cats OK","Dishwasher, Refrigerator","Office Center/Conference Room, Elevator, Gym, Smoke-Free","Additional Storage, Beautiful Landscaping, Bicycle storage, Built-In Bluetooth Speakers in Every Home, Cable, Club House, Disposal, Dry Cleaning Services, Dryer, Garage Detached, Gated Entry, Granite Countertops available in Lofts, Individual Climate Control, Large Closets, Lofts Available, Major Employer Discount, Modern and Loft Style Homes Available, On-Site Maintenance, Online Rent Payment, Optional EV Parking, Oven, Package Receiving, Pet Friendly, Pet Spa and Dog Run, Professional Management Team, Range, Sundeck, TV Lounge, Transportation, Vinyl Flooring, Washer, Window Coverings, Work from Home and Conference Spaces",Garage,12-Month,41.883346,-87.65056,60607,https://www.apartmentguide.com/a/Circa-922-Chicago-IL-5963200/
"$2,005+",Studio–2 Beds,1–2 Baths,"481-1,277 Sqft","Dogs OK, Cats OK",,"Office Center/Conference Room, Gym","Attached dog run, Basketball Court, Bicycle storage, Concierge, Designer cabinetry by SMART, Dryer, Energy efficient, stainless steel appliances, GE car charging stations, Hottub Spa, Off Street, Pet Friendly, Pet Washing Station, Plank flooring, Pool, Private balconies, Private foortbridge to Jewel Osco, Spacious closets, Stone countertops, TV Lounge, Theater, Washer",,12-Month,41.888707,-87.64664,60661,https://www.apartmentguide.com/a/K2-Apartments-Chicago-IL-5966540/
"$1,373+",Studio,1 Bath,275-340 Sqft,Cats OK,"Microwave, Refrigerator",Elevator,"Availability 24 Hours, Bicycle storage, Freezer, Garden, Intercom system, Laundry, Lincoln Park Zoo, a 35-acre zoo founded in 1868 offers free admission and is a 15-minute walk from the community., Online Rent Payment, Oven, Package Receiving, Pet Friendly, Rooftop Deck, Vinyl Flooring, Winner of Cupcake Wars and voted by USA Today as one of the 10 Best Cupcake Bakeries in The Country, Molly's Cupcakes is a 15-minute walk from the community.",,12-Month,41.917311,-87.63781,60614,https://www.apartmentguide.com/a/1940-N-Lincoln-Ave-Chicago-IL-5908879/
"$1,825+",Studio–2 Beds,1–2 Baths,"525-1,105 Sqft","Dogs OK, Cats OK",Stainless Steel Appliances,Gym,"9'4 Ceilings, Barbecue Area, Cabanas, Club House, Dining Room/Demonstration Kitchen, Dryer, Game Room, Golf Simulator, LEED SIlver Certified Building, Neighborhood Bar, Pet Friendly, Pool, Quartz Counters, Sundeck, TV Lounge, Vast Greenspace, Wash and Run Dog Area, Washer",,12-Month,41.962568,-87.65055,60640,https://www.apartmentguide.com/a/Eight-Eleven-Uptown-Chicago-IL-5927042/
"$2,093+",Studio–3 Beds,1–3 Baths,"448-1,455 Sqft","Dogs OK, Cats OK",,,"EX - Built-In Closet, EX - Full Size Appliances, EX - Int. Column Obstruction, EX - No Balcony, Island Kitchen, Pet Friendly, Walk-in Closet",,12-Month,41.895644,-87.63362,60654,https://www.apartmentguide.com/a/Exhibit-On-Superior-Chicago-IL-6151412/
"$2,210+",Studio–2 Beds,1–2 Baths,"513-1,237 Sqft","Dogs OK, Cats OK",,"Office Center/Conference Room, Gym, Rec Room","Additional Storage, Barbecue Area, Bicycle storage, Club House, Concierge, Dryer, Free Weights, Garage Detached, Guest Room, Keyless Fob Entry, Library, Modern Kitchens with Bosch Appliances, Off Street, On-Site Maintenance, On-Site Management, Package Receiving, Pet Friendly, Pool, Soaring 9' Ceilings, Spacious Living Rooms, Studios to Three-Bedroom Residences, Sundeck, Tiled Bathrooms with Large Cabinets, Vibrant West Loop Neighborhood, Washer",Garage,12-Month,41.8763,-87.65371,60607,https://www.apartmentguide.com/a/Landmark-West-Loop-Chicago-IL-5920760/
"$2,050+",Studio–3 Beds,1–2 Baths,"468-1,215 Sqft",,Dishwasher,,"App / Key fob entry system, Built in closets, Cable, Energy efficient appliances, Event room, Garden, Geothermal Building, Green Living, HVAC, High-speed Internet Ready, Induction Stovetop, Junior 1 bed, King size bedroom, LVT Flooring, Modern Bath, Modern Kitchen, Modern baths, On-Site Parking (monthly fee), On-line tenant portal, Package Receiving, Plenty of natural light, Plenty of storage, Private Balcony, Private terrace, Queen sized bedrooms, Recessed lighting, Rooftop Clubroom, Rooftop ammenities, Running track, Stainless steel appliances, Starbucks (Retail space - main lvl), Studio, Track lighting, Washer",,12-Month,41.951784,-87.64928,60613,https://www.apartmentguide.com/a/The-Eagle-Building-3833-N-Broadway-Chicago-IL-5926876/
"$2,200+",1–2 Beds,1–2 Baths,"716-1,071 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Elevator, Gym","Additional Storage, Availability 24 Hours, Barbecue Area, Dryer, Garage Attached, Heating: Gas, High-speed Internet Ready, Intercom system, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Pet Friendly, Rooftop Deck, TV Lounge, View Type: City, Washer",,12-Month,41.958359,-87.68893,60618,https://www.apartmentguide.com/a/2405-Hutchinson-Apartments-Chicago-IL-6069895/
"$1,200+",Studio,1 Bath,,Cats OK,Refrigerator,Elevator,"Laundry, On-Site Management, Oven, Pet Friendly, Range, View Type: City",,12-Month,41.967323,-87.6639,60640,https://www.apartmentguide.com/a/4701-N-Beacon-Chicago-IL-5964050/
"$1,750+",Studio–1 Beds,1 Bath,388-593 Sqft,"Dogs OK, Cats OK",,Elevator,"Bicycle storage, Cardio & Strength Training, Community Wifi, Custom Cabinetry, Dryer, Elevators, Floor-To-Ceiling Windows, Glass-Enclosed Rain Shower, Intercom system, Kitchen Island, On-Site Maintenance, On-Site Management, Package Receiving, Pet Friendly, Pet-Friendly And Pet Run, Roof Decks, Subway Tile Backsplash, TV Lounge, Washer, Wheel Chair, Wi-Fi",,12-Month,41.965613,-87.65649,60640,https://www.apartmentguide.com/a/The-Wilmore-Chicago-IL-5926531/
"$2,195+",Studio–2 Beds,1–2 Baths,"593-1,639 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Conference Room, Gym, Rec Room","*Finishes and amenities may vary, Additional Storage, Barbecue Area, Bicycle storage, Club Discount, Club House, Concierge, Dryer, Free Weights, Gaming Room, Garage Detached, Group Excercise, High Ceilings, Individual Climate Control, Large Closets, Laundry, Off Street, On-Site Maintenance, On-Site Management, Package Receiving, Pet Friendly, Pet Washing Station, Range, Screening Room, Spruce Lifestyle Services, Stainless Steel Efficient Appliances, Sundeck, Washer",Garage,12-Month,41.890916,-87.6158,60611,https://www.apartmentguide.com/a/Lofts-At-River-East-Chicago-IL-5966578/
"$2,324+",Studio–2 Beds,1–2 Baths,"564-1,160 Sqft","Dogs OK, Cats OK",,,"AQ - ADA, AQ - Adaptable Unit, AQ - Dog Floor, AQ - Floor 20, AQ - Floor 21, AQ - Floor 24, AQ - Floor 26, AQ - Floor 28, AQ - Floor 29, AQ - Floor 30, AQ - Floor 31, AQ - Floor 33, AQ - Floor 34, AQ - Floor 35, AQ - Floor 38, AQ - Floor 39, AQ - Floor 40, AQ - Floor 42, AQ - Floor 43, AQ - Floor 45, AQ - Floor 46, AQ - Floor 47, AQ - Floor 48, AQ - Floor 49, AQ - Floor 50, AQ - Floor 51, AQ - Floor 52, AQ - High Floor (40-52), AQ - No Balcony, AQ - Upgraded, Pet Friendly",,12-Month,41.886502,-87.61972,60601,https://www.apartmentguide.com/a/Aqua-At-Lakeshore-East-Chicago-IL-6151309/
"$1,608+",Studio–1 Beds,1 Bath,346-706 Sqft,"Dogs OK, Cats OK","Microwave, Refrigerator","Office Center/Conference Room, Elevator, Gym","Additional Storage, Availability 24 Hours, Bicycle storage, DePaul University, offering 300 undergraduate and graduate programs in areas of study, such as communication, business and education, is less than a 15-minute bike ride., Dry Cleaning Drop Off, High-speed Internet Ready, Intercom system, Laundry, Molly's Cupcakes, a bakery, serving cookies, pies and cupcakes in flavors, such as salted caramel butterscotch, red velvet and banana, is a 5-minute drive., On-Site Management, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Pet Friendly, Vinyl Flooring, Water Tower Place, a shopping mall, hosting spas, restaurants and more than 100 retailers, including Macy's, Banana Republic and Aritzia, is within a 10-minute drive., Waterfront, Wheel Chair",,12-Month,41.938415,-87.63865,60657,https://www.apartmentguide.com/a/3130-N-Lake-Shore-Dr-Chicago-IL-5965056/
"$2,040+",Studio–2 Beds,1–2 Baths,462-814 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances","Office Center/Conference Room, Elevator, Gym","9' Ceilings (5th and 6th Floor), Alcove, Barbecue Area, Bicycle storage, Bocce Court, Cable, Carpet, Club House, Complimentary Wi-Fi in the Club Room, Concierge, Disposal, Dryer, Fifth Floor, Fourth Floor, Game Room, Granite Countertops, Modern White Cabinets, Off Street, On-Site Maintenance, On-Site Management, Pet Friendly, Range, SMART Home Technology, Second Floor, Sixth Floor, Sundeck, Terrace, Third Floor, Tile Backsplash, USB Outlets, Vinyl Flooring, Walk-in Closet, Washer, Window Coverings",Garage,12-Month,41.924081,-87.6978,60647,https://www.apartmentguide.com/a/Noca-Blu-Apartment-Homes-Chicago-IL-6037651/
"$2,154+",Studio–3 Beds,1–2 Baths,"452-1,572 Sqft","Dogs OK, Cats OK",,,Pet Friendly,,12-Month,41.89354,-87.63388,60654,https://www.apartmentguide.com/a/The-Gallery-On-Wells-Chicago-IL-6151446/
"$1,245",Studio,1 Bath,,Cats OK,"Dishwasher, Microwave, Refrigerator",Gym,"4-story walk up, Bicycle storage, Fitness facility, Freezer, Fully renovated building, Granite countertops, Heat, Intercom system, Laundry, Oven, Pet Friendly, Range, Stainless steel appliances, Vintage",,12-Month,41.939788,-87.64777,60657,https://www.apartmentguide.com/a/721-W-Belmont-Chicago-IL-5928030/
"$1,818+",1–2 Beds,1 Bath,646-817 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances","Elevator, Gym","Additional Storage, Bicycle storage, CTA Nearby, Free Internet, Granite Countertops, Laundry, Maple Cabinets, Off Street, On-Site Maintenance, On-Site Management, On-site Convenience Store, Package Receiving, Pet Friendly, Pet Washing Station, Print With Me Printer, Select Units Remodeled in 2016, Spacious Closets",Garage,12-Month,41.965727,-87.65423,60640,https://www.apartmentguide.com/a/Sheridan-Plaza-4607-N-Sheridan-Rd-Chicago-IL-5970645/
"$2,850",1 Bed,1 Bath,609 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Conference Room, Elevator, Gym, Smoke-Free","Additional Storage, Availability 24 Hours, Barbecue Area, Bicycle storage, Building-wide Wireless, Custom built-in closet systems, Disposal, Dry Cleaning Drop Off, Dryer, Flooring: Laminate, Freezer, Game Room, Heating: Electric, Heating: Gas, Integrated USB ports, Intercom system, Jogging Walking Trails, On-Site Management, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Party Room, Pet Friendly, Range, Rooftop Deck, TV Lounge, Tile Flooring, Trash Compactor, View Type: City, Washer, Wheel Chair",Garage,12-Month,41.913911,-87.68214,60647,https://www.apartmentguide.com/a/606blue-Apartments-Chicago-IL-5927060/
"$2,113+",Studio–2 Beds,1–2 Baths,"500-1,200 Sqft","Dogs OK, Cats OK",Dishwasher,"Office Center/Conference Room, Elevator, Gym","Bicycle storage, Central Heat/Air, Dry Cleaning Service, Floor to Ceiling Windows, Free Internet, Garage Detached, Large Closets, Laundry, Modern Kitchen, On-Site Maintenance, On-Site Management, On-The-Go Coffee Service, On-site ATM, Package Receiving, Pet Friendly, Pet Washing Station, Remodeled Baths, Sundeck, Vinyl Flooring",Garage,12-Month,41.929753,-87.64223,60614,https://www.apartmentguide.com/a/2555-N-Clark-St-Chicago-IL-5919152/
"$1,875+",Studio–2 Beds,1–2.5 Baths,"265-1,333 Sqft","Dogs OK, Cats OK",,,"Concierge, Exterior Type: Conventional, Pet Friendly",,12-Month,41.898695,-87.6214,60611,https://www.apartmentguide.com/a/The-Seneca-Apartments-Chicago-IL-5917669/
"$1,250+",Studio–1 Beds,1 Bath,350-500 Sqft,Cats OK,"Dishwasher, Microwave, Refrigerator",Elevator,"90+ Walkscore, Breakfast bar, Ceiling Fan, Condo quality, Eat-in kitchen, Electric furnace, Furnished, Granite kitchen counters, High-rise, I-GO / Zip Car, Intercom system, Kitchen recently updated, Lake, Laundry, Modern bath fixtures, Open floor plan, Park nearby, Pet Friendly, Range Oven, Recently rehabbed, Recently renovated, Secured entry, Stainless steel appliances, Tenant pays all electric, Tile Flooring, Vintage, Walk-in Closet, Walking/biking trails, Wheel Chair",,12-Month,41.90968,-87.63045,60610,https://www.apartmentguide.com/a/1504-N-Dearborn-Pkwy-Chicago-Il-Chicago-IL-5908280/
"$1,910+",Studio–2 Beds,1–2 Baths,"525-1,200 Sqft",Cats OK,"Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances","Office Center/Conference Room, Elevator, Gym","Availability 24 Hours, Barbecue Area, Bicycle storage, Carpet, Heating: Electric, Laundry, On-Site Management, Oven, Package Receiving, Pet Friendly, Range, Rooftop Deck, View Type: City, View Type: Park, View Type: Water, Vinyl Flooring",,12-Month,41.921744,-87.63681,60614,https://www.apartmentguide.com/a/Webster-House-Chicago-IL-5891959/
"$1,475+",Studio,1 Bath,,Cats OK,"Dishwasher, Microwave",Gym,"Availability 24 Hours, Ceiling Fan, Complementary Fiber Internet, High-speed Internet Ready, Laundry, Loyola Water Tower Campus, Maple cabinets, Michigan Avenue Shopping & Dining, New appliances, Northwestern Hospital, Package Receiving, Pet Friendly, Restaurants, shopping and nightlife nearby, including Michigan Avenue and State Street, Spacious closets, Streeterville Shopping, Studios, 1 and 2 bedrooms, Transportation, Turn of the century apartment hotel, Water Tower Shopping Mall",,12-Month,41.898972,-87.6273,60611,https://www.apartmentguide.com/a/25-E-Delaware-Chicago-IL-5901766/
"$2,400+",Studio–2 Beds,1 Bath,"582-1,025 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Elevator, Gym","Additional Storage, Availability 24 Hours, Bicycle storage, Disposal, Dryer, Flooring: Laminate, Garage Detached, Gated Entry, Heating: Gas, High-speed Internet Ready, Intercom system, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Pet Friendly, Range, Rooftop Deck, Tile Flooring, View Type: City, WD Hookup, Washer",,12-Month,41.892598,-87.6329,60654,https://www.apartmentguide.com/a/Paper-Box-Lofts-Chicago-IL-5919794/
"$1,700+",Studio–2 Beds,1–2 Baths,"418-1,123 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stove","Elevator, Gym","1bed/1bath, 2bed/2bath, Availability 24 Hours, Bicycle storage, Built in closet, Built in closets, Cable, Convection Oven, Corner unit, Dishwas, Dryer, Flooring: Laminate, Garage Attached, Geothermal building, Granite countertops, Heating: Electric, High-speed Internet Ready, Intercom system, Island, Keyless fob entry, LVT Flooring, Modern full bath, Modern full baths, Modern kitchen, New construction, Online Maintenance Portal, Online Rent Payment, Oven, Pet Friendly, Pet friendly, Recessed lighting, Spanish Speaking Staff, Stainless steel appliances, Studio, View Type: City, View Type: Water, Walk-in Closet, Washer, Wheel Chair",,12-Month,41.974254,-87.6543,60640,https://www.apartmentguide.com/a/The-Carmen-Chicago-IL-6079257/
"$1,845",2–3 Beds,1 Bath,724 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave",,"Bicycle storage, Hard Surface Counter Tops, Laundry, Off Street, Pet Friendly, Pets Allowed, Renovated",,12-Month,41.798426,-87.60477,60615,https://www.apartmentguide.com/a/5301-5307-S-Maryland-Avenue-Chicago-IL-5896121/
"$2,570+",Studio–2 Beds,1–2 Baths,"564-1,245 Sqft","Dogs OK, Cats OK",,Smoke-Free,"9' Ceilings, AT&T or Comcast Internet- up to 2 GB, Bicycle storage, Clean, natural and modern interior design, Custom roller shades, Garage Detached, Kitchen and bath soft close drawers, Kitchen faucet with pull out faucet, Kitchen track lighting, Monda custom cabinets, Package Receiving, Pet Friendly, Pet-friendly living with dog run and pet spa, Private balconies in select apartments, Secure key-less apartment entry system, Spa, Tide Cleaners, Dry Cleaning on Demand, Tile Flooring, USB outlets, Under cabinet lighting, Under-mount stainless steel sinks with disposals, Walk-in Closet, WiFi in all Common Areas",Garage,12-Month,41.89773,-87.6309,60610,https://www.apartmentguide.com/a/Aurelien-Chicago-IL-5917760/
"$1,620+",2–3 Beds,1 Bath,,Cats OK,"Dishwasher, Microwave, Refrigerator",,"Bicycle storage, Convection Oven, Dryer, Pet Friendly, Washer",,12-Month,42.01161,-87.67111,60626,https://www.apartmentguide.com/a/1642-West-Estes-Chicago-IL-6118308/
